time,prev_state,avg_diff,std_dev,std_diff, new_state
49,chair_away,56.7824898796,3.14968312724,3.14968312724,occupied_away
60,occupied_away,3.88119250837,5.4788694237,2.32918629646,occupied_away
71,occupied_away,-2.25357998914,0.977427530448,-4.50144189325,occupied_away
83,occupied_away,1.08282850952,2.1147229289,1.13729539846,occupied_away
105,occupied_away,-27.2756339504,0.345508848527,-1.76921408038,occupied_close
116,occupied_close,12.027349866,0.866302826561,0.520793978034,occupied_close
127,occupied_close,0.32178332745,0.286133636946,-0.580169189615,occupied_close
139,occupied_close,-0.0670283109741,0.381356849826,0.0952232128799,occupied_close
167,occupied_close,13.849774584,1.92707588392,1.5457190341,occupied_away
178,occupied_away,-1.16244268929,0.629428524659,-1.29764735927,occupied_away
189,occupied_away,1.23317868784,2.3336779967,1.70424947204,occupied_away
200,occupied_away,0.900417036289,2.08987722436,-0.243800772335,occupied_away
233,occupied_away,-13.784466629,4.0362584859,1.94638126154,occupied_close
244,occupied_close,-5.72539939079,3.35289868139,-0.683359804511,occupied_close
255,occupied_close,9.22095033719,11.0394533176,7.68655463619,occupied_close
266,occupied_close,5.27878511664,16.10242196,5.06296864239,occupied_close
291,occupied_close,19.6338854529,14.1886762057,-1.91374575423,occupied_away
302,occupied_away,-6.70816652678,6.64317168913,-7.5455045166,occupied_away
313,occupied_away,-6.06140678229,1.44984948727,-5.19332220185,occupied_away
324,occupied_away,-1.13202100847,1.29642493287,-0.153424554408,occupied_away
355,occupied_away,-18.3268894127,2.77989367794,1.48346874508,occupied_close
366,occupied_close,2.38339817048,4.15379810356,1.37390442561,occupied_close
377,occupied_close,1.86660495249,11.0220947822,6.86829667868,occupied_close
388,occupied_close,-10.6664118667,1.83735499688,-9.18473978535,occupied_close
412,occupied_close,30.7272230679,8.63807083755,6.80071584067,occupied_away
423,occupied_away,-4.02388293669,4.85457709319,-3.78349374436,occupied_away
434,occupied_away,1.68413551281,2.14259463135,-2.71198246184,occupied_away
445,occupied_away,0.993850484265,3.03967711586,0.897082484506,occupied_away
472,occupied_away,-17.1867026795,9.93874652349,6.89906940762,occupied_close
483,occupied_close,22.7128642716,5.5456255516,-4.39312097189,occupied_close
494,occupied_close,-28.3127106132,1.13320836846,-4.41241718314,occupied_close
505,occupied_close,-0.867304290082,0.801204604203,-0.33200376426,occupied_close
531,occupied_close,31.688319915,2.0195293139,1.2183247097,occupied_away
542,occupied_away,-1.58255754278,0.324909661093,-1.69461965281,occupied_away
553,occupied_away,-0.889193053715,3.30787014173,2.98296048063,occupied_away
564,occupied_away,0.0728321379989,6.40701060452,3.0991404628,occupied_away
590,occupied_away,-27.0620564132,0.555905877153,-5.85110472737,occupied_close
601,occupied_close,7.46890140848,10.9343303014,10.3784244243,occupied_close
612,occupied_close,-13.7770014056,3.98565975253,-6.94867054889,occupied_close
623,occupied_close,4.69967840107,3.5616671409,-0.423992611627,occupied_close
658,occupied_close,23.3508177033,8.41649798322,4.85483084232,occupied_away
669,occupied_away,3.67030212065,0.949641773005,-7.46685621022,occupied_away
680,occupied_away,-0.320504028175,1.63663181577,0.686990042765,occupied_away
691,occupied_away,2.24550662063,2.15619997686,0.519568161087,occupied_away
